loinc_num,long_common_name,component,system,property,qname,f_component_match,f_system_match,f_property_match,f_long_name_match,label,stage1_prob,stage1_logit
19080-1,Choriogonadotropin [Units/volume] in Serum or Plasma,Choriogonadotropin,Ser/Plas,ACnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
26478-8,Lymphocytes/100 leukocytes in Blood,Lymphocytes/100 leukocytes,Bld,NFr,white blood cells count,1,1,0,1,0,0.8470700931813958,1.7118037548172842
14747-0,Glucose [Moles/volume] in Pleural fluid,Glucose,Plr fld,SCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
20565-8,"Carbon dioxide, total [Moles/volume] in Blood",Carbon dioxide,Bld,SCnc,white blood cells count,0,1,0,1,0,0.13410504785994026,-1.8651401667417038
2028-9,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",Carbon dioxide,Ser/Plas,SCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
18955-5,Nitrofurantoin [Susceptibility],Nitrofurantoin,Isolate,Susc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
2093-3,Cholesterol [Mass/volume] in Serum or Plasma,Cholesterol,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
18998-5,Trimethoprim+Sulfamethoxazole [Susceptibility],Trimethoprim+Sulfamethoxazole,Isolate,Susc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
890-4,Blood group antibody screen [Presence] in Serum or Plasma,Blood group antibody screen,Ser/Plas,ACnc,white blood cells count,0,0,0,1,0,0.028993607949855536,-3.511257661056342
14764-5,Glucose [Moles/volume] in Serum or Plasma --3 hours post 100 g glucose PO,Glucose^3H post 100 g glucose PO,Ser/Plas,SCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
2143-6,Cortisol [Mass/volume] in Serum or Plasma,Cortisol,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
2039-6,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,Carcinoembryonic Ag,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
1971-1,Bilirubin.indirect [Mass/volume] in Serum or Plasma,Bilirubin.non-glucuronidated,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
18906-8,Ciprofloxacin [Susceptibility],Ciprofloxacin,Isolate,Susc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
6768-6,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Alkaline phosphatase,Ser/Plas,CCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
1988-5,C reactive protein [Mass/volume] in Serum or Plasma,C reactive protein,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
74774-1,"Glucose [Mass/volume] in Serum, Plasma or Blood",Glucose,Ser/Plas/Bld,MCnc,white blood cells count,0,1,0,1,0,0.13410504785994026,-1.8651401667417038
1995-0,Calcium.ionized [Moles/volume] in Serum or Plasma,Calcium.ionized,Ser/Plas,SCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
1759-0,Albumin/Globulin [Mass ratio] in Serum or Plasma,Albumin/Globulin,Ser/Plas,MCrto,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
20629-2,Levofloxacin [Susceptibility],Levofloxacin,Isolate,Susc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
1968-7,Bilirubin.direct [Mass/volume] in Serum or Plasma,Bilirubin.glucuronidated+Bilirubin.albumin bound,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
35192-4,Bilirubin.indirect [Mass or Moles/volume] in Serum or Plasma,Bilirubin.non-glucuronidated,Ser/Plas,MSCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
883-9,ABO group [Type] in Blood,ABO group,Bld,Type,white blood cells count,0,1,0,1,0,0.13410504785994026,-1.8651401667417038
1003-3,Indirect antiglobulin test.complement specific reagent [Presence] in Serum or Plasma,Indirect antiglobulin test.complement specific reagent,Ser/Plas,ACnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
54439-5,Calcium bilirubinate/Total in Stone,Calcium bilirubinate/Total,Calculus,MFr,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
3082-5,Tyrosine aminotransferase [Mass/volume] in Plasma,Tyrosine aminotransferase,Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
30522-7,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,C reactive protein,Ser/Plas,MCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
10331-7,Rh [Type] in Blood,Rh,Bld,Type,white blood cells count,0,1,0,1,0,0.13410504785994026,-1.8651401667417038
26474-7,Lymphocytes [#/volume] in Blood,Lymphocytes,Bld,NCnc,white blood cells count,0,1,1,1,0,0.24187765376836487,-1.1424127438797502
8310-5,Body temperature,Body temperature,^Patient,Temp,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
31100-1,Hematocrit [Volume Fraction] of Blood by Impedance,Hematocrit,Bld,VFr,white blood cells count,0,1,0,1,0,0.13410504785994026,-1.8651401667417038
882-1,ABO & Rh group [Type] in Blood,ABO+Rh group,Bld,Type,white blood cells count,0,1,0,1,0,0.13410504785994026,-1.8651401667417038
26484-6,Monocytes [#/volume] in Blood,Monocytes,Bld,NCnc,white blood cells count,0,1,1,1,0,0.24187765376836487,-1.1424127438797502
1250-0,Major crossmatch [interpretation],Major crossmatch,Ser/Plas,Imp,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
18864-9,Ampicillin [Susceptibility],Ampicillin,Isolate,Susc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
1742-6,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Alanine aminotransferase,Ser/Plas,CCnc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
18865-6,Ampicillin+Sulbactam [Susceptibility],Ampicillin+Sulbactam,Isolate,Susc,white blood cells count,0,0,0,0,0,0.04408013700809949,-3.076664811206528
